global_step,eval_batch_idx,sample_batch_index,sample_token_index,token_id,token_char,head_0_activation,head_1_activation,head_2_activation,head_3_activation,cosine_head_0_1,cosine_head_0_2,cosine_head_0_3,cosine_head_1_2,cosine_head_1_3,cosine_head_2_3
0,0,15,20,46,h,0.65766805 -0.04332652 -0.04781527 0.27487123 -0.50815332 -0.07599782 0.16365981 -0.03615548 -0.26795298 -0.14774056 -0.13515414 0.09614977 0.15180388 -0.12441055 -0.08483608 -0.22096221,-0.35366485 -0.07800201 0.00368367 -0.20460910 -0.17633827 0.08949349 -0.02182547 -0.03324564 -0.01461408 -0.47748947 0.12423252 0.12300984 -0.30647093 -0.02122282 -0.00006181 0.02894775,-0.15108615 0.02454184 -0.35248190 0.17121114 -0.05786008 0.12225746 0.09699129 0.15728045 0.15442237 0.30262756 0.19471173 -0.10607795 -0.05320151 0.11400823 0.14576080 0.32717520,0.34082106 0.08328801 0.21409608 0.27824557 -0.11908061 0.17208186 -0.32505980 -0.09662064 -0.24590833 -0.07142650 0.00024754 -0.21474381 -0.12345589 -0.12372438 0.27376363 -0.20569009,-0.24438919126987457,-0.31818529963493347,0.436195433139801,-0.1506742388010025,-0.1476001888513565,-0.2805165648460388
0,1,13,29,41,c,0.44738102 0.11891297 0.00164822 0.22342154 -0.42458415 0.04945445 0.04517221 -0.07284386 -0.20401132 -0.09855657 0.04756591 0.14794128 0.04987711 -0.08279563 0.03625287 -0.07464746,-0.26249719 0.07913518 0.11962609 -0.11759303 -0.08406689 0.15152940 -0.07975477 0.01279441 0.02696356 -0.32126009 0.09578884 0.04760047 -0.28731686 -0.08865677 0.01011997 0.02419710,-0.04243366 0.07601664 -0.21407090 0.15382183 -0.02800637 0.12437020 -0.07125418 -0.00316081 -0.00650627 0.21885115 0.11646216 -0.03394285 0.03304303 0.10267263 0.15418275 0.12042715,0.19758846 -0.00089605 0.14777771 0.11646911 -0.16687034 0.13326341 -0.31225169 0.08659156 -0.12182939 -0.03755190 0.07022838 -0.08728900 -0.21631186 -0.30252394 0.12415992 -0.19915557,-0.1520501673221588,0.02694927528500557,0.4536896049976349,-0.276595801115036,0.2770482301712036,-0.05951645225286484
0,2,45,11,56,r,0.29974213 -0.00458412 -0.35931799 0.46476129 -0.25843439 -0.03556594 0.16481762 -0.01558770 -0.14906770 0.11450363 -0.15978181 -0.11876602 0.04615934 -0.27973518 0.00053800 -0.14841811,-0.30662763 -0.00948391 0.05117136 -0.15459466 -0.07982866 0.13419525 -0.30635661 0.05244381 0.00909657 -0.14899392 0.22739100 0.14154980 -0.22119746 -0.13526963 -0.03478967 0.07538112,0.03645669 0.04264972 -0.16602866 0.08061950 -0.10726145 0.03120003 0.08705703 -0.30770648 0.03406194 0.44802156 0.07982378 0.33317566 -0.03445177 -0.13220531 0.38485953 0.19859095,0.23618624 -0.15634023 -0.10730024 0.03078378 0.10690507 0.35421145 0.04228671 0.17059357 0.10696928 -0.04875366 -0.10480271 0.16029793 -0.15962452 -0.31471360 0.05978765 -0.03249982,-0.5063479542732239,0.22187022864818573,0.26903587579727173,-0.06955575197935104,0.08064796775579453,0.11632347106933594
0,3,63,30,49,k,0.47616667 0.04519315 -0.01016715 0.21881813 -0.36069632 0.11064615 0.12145868 -0.15838957 -0.24918067 -0.04642421 -0.02946721 -0.06239247 0.22117132 -0.05097429 -0.00866713 -0.13340676,-0.24328463 0.12309503 -0.06726024 -0.06394387 -0.07858793 0.11486860 -0.06419014 0.10184810 -0.11188930 -0.35144219 0.13075429 0.01097783 -0.26735288 -0.05324143 0.07756517 0.04247108,-0.11646583 0.08270384 -0.30107132 0.11608839 -0.14296061 0.04752313 -0.04326634 -0.04748657 0.04858587 0.22741070 0.30107713 -0.00670004 0.05558089 0.18812488 -0.05916322 0.07124306,0.30466565 0.01372278 0.15559675 0.15172128 0.02505424 0.09136341 -0.27429220 0.11825755 -0.07276144 -0.00085347 -0.02894798 -0.01863629 -0.12217821 -0.20390314 -0.00008444 -0.15700217,-0.2824622392654419,-0.0034728161990642548,0.341780424118042,-0.018773915246129036,-0.03872648626565933,-0.3743342161178589
0,4,36,24,59,u,0.20871817 0.05228907 -0.12228548 0.24678476 -0.41123894 -0.01502156 0.12901711 -0.14942832 0.02345859 0.05446141 0.01920186 0.20566481 -0.16591686 -0.16297658 0.11493977 -0.12627263,-0.06862577 0.01339367 0.15645067 0.03919476 0.01016920 0.03833725 0.16855037 -0.18105087 0.11832013 -0.35378167 0.13034788 -0.07109578 -0.25165039 0.05635987 0.07298768 0.06594422,-0.09154001 0.21063536 -0.20610708 0.14810559 -0.12774241 0.06504902 -0.02785365 -0.08479448 -0.09858926 0.11959598 0.13567074 0.02715677 -0.06629577 0.18621930 0.08350050 0.07885931,0.20747195 -0.05257127 0.06814194 0.10763420 -0.21673211 0.17516842 -0.22045054 0.00563587 -0.02580706 -0.05498584 0.02308384 -0.21642068 -0.23249784 -0.22000000 0.03424707 -0.09812263,0.06401770561933517,0.32125216722488403,0.3950367271900177,-0.018526405096054077,0.12644949555397034,-0.07077035307884216
0,5,22,21,1, ,0.11497508 0.07071301 -0.23076443 0.04250021 -0.16893183 -0.03287388 0.14180458 -0.10817862 -0.21951137 -0.16309796 0.07632584 0.26708633 -0.09116401 -0.12309173 0.27304372 0.01361116,-0.14413463 -0.12291626 0.30743274 0.12073573 -0.08729208 0.10746747 -0.05888873 -0.18333024 0.07215782 -0.33934203 0.21199793 0.02558667 -0.16876808 0.00724287 -0.16297105 0.07148153,0.08181988 0.05611952 0.03854170 0.21284957 -0.10018264 0.00647623 0.06839959 -0.12570500 -0.05873258 0.31605756 -0.13064618 0.23049752 -0.20306197 0.01376144 0.31696036 0.11148919,0.36968070 -0.08529674 -0.13193838 -0.01339972 -0.16613111 0.10690041 -0.05496155 0.39871746 0.13191812 -0.16564214 0.04796178 -0.01412345 -0.25807479 -0.31768450 0.02003679 -0.04664686,-0.08603253960609436,0.42873525619506836,0.22306501865386963,-0.2262483537197113,-0.037480905652046204,-0.08042453229427338
0,6,4,29,1, ,0.34488025 -0.04851124 -0.09590140 0.27762967 -0.37314337 -0.00265492 0.03787569 -0.29128531 -0.27010220 -0.12279665 -0.13348572 0.15056008 0.03496030 -0.11057935 0.00569416 -0.09507250,-0.24761853 -0.00854590 0.15742022 -0.09140942 -0.09400517 0.08799166 0.02202155 -0.01575585 0.00484402 -0.50839269 0.08386669 0.16343518 -0.38580549 0.03767971 -0.02482789 0.13806394,-0.13159434 0.12289532 -0.26855111 0.24149404 -0.05526257 -0.06862007 0.03090162 -0.02665318 -0.05193005 0.24334885 0.25141060 -0.19354945 -0.05397942 0.23462875 0.14872292 0.20388220,0.27543977 0.04317043 0.16354845 0.11754670 -0.04692258 0.24584989 -0.20523877 0.01842669 -0.12813053 0.04049991 -0.04499282 -0.20191050 -0.18653606 -0.08751547 0.04127702 -0.12072883,-0.07180899381637573,-0.10405465215444565,0.29864418506622314,-0.2206479161977768,-0.08867397904396057,-0.13203945755958557
0,7,52,8,1, ,0.43702042 -0.13830881 -0.29167059 0.33845156 -0.31006914 -0.23254479 0.07068758 -0.12687801 -0.39701429 0.07303541 -0.42670935 -0.29793933 0.09983460 -0.36467797 -0.22042547 0.12587750,-0.36119354 -0.00770291 0.25355679 -0.15570550 -0.41482675 -0.00652609 -0.17829329 0.31379378 -0.41139379 -0.37010339 0.19135785 0.07899911 -0.41726756 -0.18569437 -0.10597663 0.19006374,-0.39224303 -0.16170467 -0.26365483 0.16250788 0.05719168 0.03325275 0.11728084 0.07407289 0.16853441 0.40504369 0.04956305 0.23248239 0.03947140 0.00209348 0.28683940 0.43375531,0.23490655 -0.02193454 0.12407236 0.27762565 0.05974971 0.17646897 -0.18820645 0.24446468 -0.11528187 -0.01672986 -0.24353796 -0.00557484 -0.32917833 -0.20699975 0.25303110 0.12724879,-0.08629654347896576,-0.17666661739349365,0.25196653604507446,-0.13215316832065582,0.20695538818836212,0.005651846528053284
0,8,9,23,1, ,0.33171949 0.02920779 0.00000899 0.29103103 -0.36167678 -0.04242153 0.17703740 -0.26893935 -0.10028396 -0.13461845 -0.01004006 0.16982624 0.27713507 0.00678883 0.04348944 -0.23875256,-0.25933316 -0.05308003 -0.04269829 -0.09618305 -0.02192896 0.14993744 0.03828526 -0.06427632 -0.12633190 -0.37161624 0.07561097 0.05853774 -0.31619579 -0.11316761 -0.02222345 0.01395756,-0.08479566 0.12411404 -0.26595384 0.05284619 -0.11767904 0.04058443 -0.01846443 0.04496459 -0.02002961 0.23189446 0.24293858 -0.09953700 0.00429866 0.14477932 -0.02580485 0.14698891,0.40065441 0.06313041 0.18177238 0.19752316 0.07767084 0.14638519 -0.29704824 0.04662252 -0.14223564 -0.09588239 -0.10161359 -0.16508293 -0.19940543 -0.21591586 0.18992831 -0.14685732,-0.22542217373847961,-0.1582864373922348,0.13385403156280518,-0.1807219535112381,-0.02282450720667839,-0.3664666414260864
0,9,38,10,10,:,0.03900862 0.01300211 -0.18893054 0.05242385 -0.17608175 -0.13524693 0.11617340 -0.02009668 -0.21839224 -0.20846212 -0.23126552 0.26313052 -0.04125940 -0.33819461 0.07021256 0.08992190,-0.24499351 0.03674967 0.20140749 -0.21256743 -0.24066371 -0.19002941 -0.18750380 -0.00870093 0.07976148 -0.15851724 0.20366427 0.11317483 -0.28210098 0.14607614 0.30099887 0.28934982,-0.14302827 -0.05441832 0.04949624 0.40886262 0.12408063 0.05447795 0.07790883 -0.18465059 0.00867403 0.37453532 -0.15636720 0.35593101 -0.04951980 -0.01293250 0.41524574 0.19979775,0.19815634 0.04577681 -0.13119534 0.10407554 -0.05010855 0.05307570 -0.30525675 0.11131170 0.12919903 -0.00903105 -0.15351975 0.20961586 -0.20441243 -0.19930588 0.16013810 -0.10596669,-0.007707118988037109,0.1594250500202179,0.34926337003707886,0.06836602836847305,0.026544004678726196,0.2077626883983612
