global_step,eval_batch_idx,sample_batch_index,sample_token_index,token_id,token_char,head_0_activation,head_1_activation,head_2_activation,head_3_activation,cosine_head_0_1,cosine_head_0_2,cosine_head_0_3,cosine_head_1_2,cosine_head_1_3,cosine_head_2_3
0,0,15,20,46,h,0.18323259 0.34846848 0.11985912 -0.24704723 -0.00083452 0.06965047 -0.15453194 0.16889304 0.10955814 0.04562769 0.03007181 -0.07882936 -0.00578002 0.15103273 0.12195604 0.31226727,0.39874431 -0.09625765 0.32308948 0.22645801 -0.25277674 0.06038890 0.09490377 0.23478021 0.00436667 0.04363490 -0.15123759 -0.06295446 0.02454470 0.12896539 0.01505015 -0.09791219,0.12874077 -0.03497880 0.12811746 -0.08756364 0.31743094 0.06936931 -0.06096455 -0.33062261 -0.15528338 -0.07079001 -0.20758656 0.04843329 0.04116023 0.14326324 -0.12031541 0.19103889,0.23669636 0.31260693 -0.11507468 0.18083403 0.14793479 0.12743972 0.13773067 -0.35929951 0.05505095 0.47542438 0.11151280 -0.07807454 0.08416988 -0.08592841 0.08198211 0.06698004,0.09481324255466461,0.10008616745471954,0.139183908700943,-0.13053642213344574,-0.06583859771490097,0.15442940592765808
0,1,13,29,41,c,0.05953503 0.04242182 0.12219533 -0.08988805 -0.07465662 0.03056895 0.01063361 0.17343932 -0.01788474 0.01677998 0.04901530 -0.11634494 0.07715359 0.12688588 0.09062935 0.09989298,0.23356329 -0.09285608 0.16148262 0.05381488 -0.03529670 0.02506949 0.10691388 0.20392327 0.01011801 -0.06380188 -0.04379451 0.11023390 0.00399581 0.05986082 -0.14135307 -0.01602692,0.02116589 -0.03565197 0.02577369 -0.04140671 0.32946211 0.02750129 -0.08846322 -0.33044043 -0.09811667 0.00448501 -0.16358155 0.02850049 -0.01300523 0.03549030 -0.12752016 0.08078174,0.12138029 0.15928036 -0.13010783 0.07443671 0.20871225 0.09563187 0.11620358 -0.21442612 -0.21421659 0.21982519 0.11083199 -0.16033661 0.17092447 -0.17097755 -0.02651833 0.13947295,0.2769259810447693,-0.4501187801361084,-0.10422494262456894,-0.21182288229465485,-0.32024577260017395,0.38182783126831055
0,2,45,11,56,r,-0.04635436 0.00284118 -0.08834635 0.00830583 0.27227074 -0.04591762 0.15484561 0.08700763 -0.22886521 0.03742423 0.03528456 0.21742664 0.00290175 0.06767128 0.13953142 0.21094544,0.41400102 -0.23002926 0.17218164 0.32525426 -0.19177151 0.01455476 -0.12090729 0.30365407 0.02960104 0.18064241 0.13350146 -0.19041803 0.06658501 -0.13163246 0.02549054 0.16465697,0.03885605 0.04792894 -0.05787538 0.18703488 0.18448633 -0.03164066 0.15159999 -0.05973996 0.06944507 0.03410385 -0.26704139 0.23575808 0.09225713 0.01162897 -0.08700373 -0.00353973,0.16873488 -0.09006181 -0.08052355 0.09661015 0.28549144 0.24792436 -0.05431604 -0.06174190 0.25218451 0.20301473 0.02028855 0.02456318 -0.01870343 -0.08942159 -0.19960010 -0.05280852,-0.19687902927398682,0.334432452917099,-0.11418278515338898,-0.21590229868888855,0.17458608746528625,0.3480360209941864
0,3,63,30,49,k,0.06655236 0.03802988 0.08844188 -0.18936741 0.00556804 0.10543624 -0.05240346 0.11463280 0.00994152 0.07318402 0.13637279 -0.11210863 0.19159152 0.12926269 0.11595739 0.20046134,0.33556539 0.00736776 0.20661236 -0.01674988 -0.11636455 0.03768309 0.09848771 0.10041712 -0.03630188 -0.01316895 0.02245859 -0.03685900 -0.00519909 0.00562824 -0.10466909 -0.11065519,-0.08575043 -0.06661297 -0.10128885 0.01859875 0.32176054 -0.02228124 -0.08951818 -0.22100116 0.06251909 0.02000104 -0.11984340 0.09488193 -0.03841361 -0.06092700 -0.19770384 0.00775314,0.14212736 0.12335677 -0.08089282 0.05537080 0.20547278 0.19073884 0.09302168 -0.19306940 -0.16572449 0.27015758 0.06107595 -0.08138385 -0.19290809 -0.14291717 -0.14517528 0.01302315,0.11442722380161285,-0.43614843487739563,-0.1540083885192871,-0.4623776376247406,0.08881058543920517,0.3630509078502655
0,4,36,24,59,u,0.08504003 -0.03721028 0.15032215 -0.02577777 -0.13158625 -0.03550338 0.05832393 0.13584965 -0.17107736 0.02369171 0.18122168 -0.09230832 0.09654208 -0.02779792 0.06281355 -0.04097295,0.17116272 0.05990985 0.08262844 0.10668182 -0.11670659 0.09279143 0.16002046 0.07025471 0.01579802 0.15507928 0.06645699 0.03849066 0.02283109 0.16517064 -0.15087049 0.15993144,0.03093592 0.06175149 0.06392337 0.05793779 0.21769431 -0.04590601 0.15447220 -0.13904117 0.05406990 -0.18221360 -0.23299450 0.12506387 -0.02314358 0.00958333 -0.23364645 0.17767666,0.24311677 0.01559696 -0.05194683 -0.00910575 0.21266399 0.13689379 0.19454797 -0.20291063 0.01954693 -0.04116007 -0.03718056 -0.14285232 0.05321116 -0.20397697 0.00529775 0.23501135,0.24041134119033813,-0.5522356033325195,-0.14382611215114594,0.12946473062038422,0.12291882187128067,0.4462437629699707
0,5,22,21,1, ,0.00527110 0.00685880 0.15122408 0.17328760 0.06235812 -0.09748644 0.12896876 0.30599555 -0.23005953 0.04042935 0.17471763 -0.04727685 0.02248496 0.18458885 0.04284900 0.11203969,0.15911368 0.11103182 0.05676059 0.24167787 -0.00690877 0.11740717 -0.04402559 0.20673439 0.18385009 0.10563757 0.17246173 -0.06970663 0.04691180 0.45028645 -0.15254599 0.18893811,0.17169817 -0.07595877 0.08481904 0.00794620 0.11988948 -0.22268228 -0.03623715 -0.16783701 -0.10231709 -0.22384019 -0.40234143 0.18719833 0.01285764 0.04971592 -0.03606029 -0.03576406,0.30640575 0.05600793 0.14990515 0.13142674 0.17693213 0.20455804 0.01266589 -0.22375117 0.11489806 -0.01045248 0.11621141 -0.18387921 0.08085030 -0.23470701 -0.04237358 0.22217439,0.48472079634666443,-0.20668646693229675,-0.12105187028646469,-0.3078423738479614,0.15155258774757385,-0.07882847636938095
0,6,4,29,1, ,-0.03409800 0.03068295 0.02817973 0.02431182 -0.02803517 0.06741505 -0.09072018 0.20720266 0.01273800 0.21419571 0.05291080 0.07202970 -0.04806255 0.02940583 0.11344893 0.14040233,0.27673319 0.09262565 0.29893512 0.19781001 -0.25051659 0.15634142 -0.03215129 0.28091925 -0.06613223 0.01771856 -0.02971085 -0.05857453 -0.02151802 0.22152157 -0.14456956 0.02048205,-0.03579089 -0.14203253 0.04808526 -0.18251120 0.20554821 0.10183721 -0.04145270 -0.47933587 -0.09589773 -0.12388916 -0.29292977 0.16772759 0.03110370 0.16189407 -0.11174741 0.07466087,0.14090294 0.22505634 -0.02780064 0.21979447 0.16021930 0.15765497 0.17300560 -0.29571760 -0.13286516 0.22187331 0.03475282 -0.17648993 0.16202858 -0.18368766 -0.01434743 -0.00282020,0.291284441947937,-0.46643561124801636,-0.17170953750610352,-0.3208628296852112,-0.06447859853506088,0.056302234530448914
0,7,52,8,1, ,-0.13524924 -0.05700821 0.10978849 -0.16571169 0.11700271 0.14488153 0.01633436 0.22796451 -0.20187353 0.11829797 0.19115417 0.04326198 0.04943541 -0.01710665 0.12131901 0.25328887,0.44601855 -0.11748438 0.31916979 0.22939141 -0.34603721 0.10221772 0.18506601 0.37883171 0.02827273 0.00041044 -0.00776807 -0.15892014 0.12489958 0.04237569 0.06561511 -0.10344210,-0.14199884 -0.17981756 0.39319065 0.09081474 0.27551410 -0.00119643 -0.21672250 -0.34455082 -0.03275096 0.29386786 -0.38142213 0.27068001 0.04244791 0.24422084 -0.21538629 -0.08528759,0.16726139 0.37067598 0.18130690 0.16576631 0.41904339 0.34810004 -0.14597601 -0.38660833 0.02559689 0.33826798 0.13199137 -0.07415731 -0.23786598 0.13713606 0.05648223 0.09027804,-0.04048869013786316,-0.11661498993635178,0.055322930216789246,-0.23980502784252167,-0.21184532344341278,0.342462420463562
0,8,9,23,1, ,0.10507675 0.04844987 0.17866938 -0.11843735 0.12744221 0.07959183 -0.13502735 0.13518853 0.17177640 0.06058785 0.02804002 0.00455577 0.17301610 -0.02670950 0.01953225 0.17884445,0.34591338 0.12586796 0.27108458 0.08227290 -0.12044799 0.03811881 0.08637344 0.01055043 0.08126601 0.02022115 -0.01751841 -0.02131684 0.06763118 0.07652105 -0.03627868 -0.10449585,0.14813910 -0.16546273 0.06197302 -0.07696422 0.14845826 0.07829086 -0.10964350 -0.15839487 -0.09784132 0.05638004 -0.20629403 0.24549183 0.00861543 0.00326152 -0.18429284 -0.08827088,0.20053425 0.16887775 0.01574127 0.14326020 0.20323963 0.09876903 0.07262173 -0.30565384 -0.11199929 0.22976929 0.02166002 -0.11489303 -0.15344046 -0.08106706 0.10383711 0.05556807,0.26318198442459106,0.041563719511032104,-0.07129105925559998,0.08400037884712219,0.19345083832740784,0.11168044805526733
0,9,38,10,10,:,0.19402288 -0.00180742 0.09129588 -0.12944321 -0.04901533 0.00543751 -0.07601605 0.19339934 -0.46532992 -0.01642740 0.23680131 0.15934938 0.03060910 0.22134209 0.23040032 0.23805849,0.32412022 -0.00810380 0.14010072 0.25235239 -0.03663891 0.12951738 -0.00209459 0.26761457 0.12837516 0.10852826 0.23352472 -0.32096958 0.09644178 0.06867810 0.00338167 0.21482736,0.13764794 0.01445382 0.22055048 0.26736334 0.27317172 -0.26714805 0.08039941 -0.15828796 -0.04568581 -0.21957511 -0.24097180 0.09078184 0.16324973 -0.02134021 -0.07989996 -0.20873789,0.29911900 0.04731983 0.12149563 0.03571637 0.20301759 0.28983408 -0.03820403 -0.18933982 0.15519002 0.09265078 0.27540371 -0.14145733 0.18692923 0.02104591 -0.20346256 0.21979897,0.20217327773571014,-0.23233404755592346,0.01302696019411087,-0.17440049350261688,0.5873918533325195,-0.04460308328270912
